unit_id,quarter_hour_start_ts,kwh_consumed,energy_unit_rate,estimated_running_cost
LOC022-U01,2026-01-07T00:15:00+00:00,1.514,0.354,9.67
LOC022-U01,2026-01-07T00:30:00+00:00,2.26,0.353,7.07
LOC022-U01,2026-01-07T00:45:00+00:00,1.41,0.277,6.75
LOC022-U01,2026-01-07T01:00:00+00:00,1.614,0.277,10.64
LOC022-U01,2026-01-07T01:15:00+00:00,1.365,0.341,8.24
LOC022-U01,2026-01-07T01:30:00+00:00,1.982,0.283,8.3
LOC022-U01,2026-01-07T01:45:00+00:00,1.589,0.231,7.81
LOC022-U01,2026-01-07T02:00:00+00:00,2.715,0.31,8.24
LOC022-U01,2026-01-07T02:15:00+00:00,1.917,0.337,7.14
LOC022-U01,2026-01-07T02:30:00+00:00,2.208,0.362,9.94
LOC022-U01,2026-01-07T02:45:00+00:00,2.322,0.304,9.79
LOC022-U01,2026-01-07T03:00:00+00:00,1.141,0.375,7.47
LOC022-U01,2026-01-07T03:15:00+00:00,2.214,0.272,6.97
LOC022-U01,2026-01-07T03:30:00+00:00,2.46,0.275,9.63
LOC022-U01,2026-01-07T03:45:00+00:00,1.632,0.266,7.8
LOC034-U01,2026-01-06T10:00:00+00:00,3.274,0.341,7.32
LOC034-U01,2026-01-06T10:15:00+00:00,1.849,0.321,9.88
LOC034-U01,2026-01-06T10:30:00+00:00,2.34,0.342,9.44
LOC034-U01,2026-01-06T10:45:00+00:00,1.554,0.294,10.01
LOC034-U01,2026-01-06T11:00:00+00:00,1.69,0.246,10.36
LOC034-U01,2026-01-06T11:15:00+00:00,1.968,0.345,11.6
LOC034-U01,2026-01-06T11:30:00+00:00,1.159,0.299,8.19
LOC034-U01,2026-01-06T11:45:00+00:00,1.851,0.376,6.94
LOC034-U01,2026-01-06T12:00:00+00:00,2.203,0.357,8.42
LOC034-U01,2026-01-06T12:15:00+00:00,2.948,0.379,11.94
LOC034-U01,2026-01-06T12:30:00+00:00,2.29,0.364,11.41
LOC034-U01,2026-01-06T12:45:00+00:00,2.367,0.231,6.97
LOC034-U01,2026-01-06T13:00:00+00:00,1.862,0.304,8.68
LOC034-U01,2026-01-06T13:15:00+00:00,3.492,0.348,9.04
LOC034-U01,2026-01-06T13:30:00+00:00,2.055,0.343,11.29
LOC034-U01,2026-01-06T13:45:00+00:00,1.896,0.24,10.08
LOC034-U01,2026-01-06T14:00:00+00:00,0.751,0.278,11.01
LOC034-U01,2026-01-06T14:15:00+00:00,2.128,0.254,10.39
LOC034-U01,2026-01-06T14:30:00+00:00,1.166,0.363,8.42
LOC034-U01,2026-01-06T14:45:00+00:00,1.936,0.33,7.7
LOC034-U01,2026-01-06T15:00:00+00:00,1.899,0.338,7.0
LOC034-U01,2026-01-06T15:15:00+00:00,2.811,0.233,8.77
LOC034-U01,2026-01-06T15:30:00+00:00,2.556,0.361,11.39
LOC034-U01,2026-01-06T15:45:00+00:00,1.91,0.285,9.71
LOC034-U01,2026-01-06T16:00:00+00:00,2.033,0.28,11.45
LOC034-U01,2026-01-06T16:15:00+00:00,2.297,0.26,10.25
LOC034-U01,2026-01-06T16:30:00+00:00,1.494,0.275,9.14
LOC034-U01,2026-01-06T16:45:00+00:00,2.138,0.292,10.25
LOC034-U01,2026-01-06T17:00:00+00:00,2.024,0.345,9.21
LOC034-U01,2026-01-06T17:15:00+00:00,2.051,0.292,8.14
LOC034-U01,2026-01-06T17:30:00+00:00,2.412,0.251,8.5
LOC034-U01,2026-01-06T17:45:00+00:00,2.418,0.286,7.3
LOC034-U01,2026-01-06T18:00:00+00:00,1.731,0.379,8.78
LOC034-U01,2026-01-06T18:15:00+00:00,2.003,0.372,9.52
LOC034-U01,2026-01-06T18:30:00+00:00,1.753,0.347,10.36
LOC034-U01,2026-01-06T18:45:00+00:00,1.458,0.263,10.61
LOC034-U01,2026-01-06T19:00:00+00:00,2.237,0.347,9.53
LOC034-U01,2026-01-06T19:15:00+00:00,1.678,0.221,7.99
LOC034-U01,2026-01-06T19:30:00+00:00,1.843,0.288,11.22
LOC034-U01,2026-01-06T19:45:00+00:00,2.508,0.325,7.92
LOC034-U01,2026-01-06T20:00:00+00:00,1.895,0.374,8.87
LOC034-U01,2026-01-06T20:15:00+00:00,2.517,0.314,9.13
LOC034-U01,2026-01-06T20:30:00+00:00,2.408,0.254,8.49
LOC034-U01,2026-01-06T20:45:00+00:00,1.551,0.227,6.83
LOC034-U01,2026-01-06T21:00:00+00:00,2.202,0.281,9.06
LOC034-U01,2026-01-06T21:15:00+00:00,2.256,0.235,10.91
LOC034-U01,2026-01-06T21:30:00+00:00,1.4,0.244,8.97
LOC034-U01,2026-01-06T21:45:00+00:00,1.664,0.296,8.68
LOC034-U01,2026-01-06T22:00:00+00:00,0.912,0.226,6.75
LOC034-U01,2026-01-06T22:15:00+00:00,2.13,0.293,11.5
LOC034-U01,2026-01-06T22:30:00+00:00,2.944,0.335,7.51
LOC034-U01,2026-01-06T22:45:00+00:00,2.1,0.283,7.37
LOC034-U01,2026-01-06T23:00:00+00:00,1.863,0.272,10.02
LOC034-U01,2026-01-06T23:15:00+00:00,2.043,0.359,10.35
LOC034-U01,2026-01-06T23:30:00+00:00,2.747,0.351,9.66
LOC034-U01,2026-01-06T23:45:00+00:00,1.986,0.366,8.71
LOC034-U01,2026-01-07T00:00:00+00:00,1.846,0.359,9.56
LOC034-U01,2026-01-07T00:15:00+00:00,2.531,0.351,11.09
LOC034-U01,2026-01-07T00:30:00+00:00,1.685,0.321,9.79
LOC034-U01,2026-01-07T00:45:00+00:00,2.424,0.312,9.76
LOC034-U01,2026-01-07T01:00:00+00:00,2.304,0.333,9.87
LOC034-U01,2026-01-07T01:15:00+00:00,1.589,0.241,10.63
LOC034-U01,2026-01-07T01:30:00+00:00,1.654,0.344,7.16
LOC034-U01,2026-01-07T01:45:00+00:00,2.817,0.377,8.77
LOC034-U01,2026-01-07T02:00:00+00:00,2.156,0.345,8.75
LOC034-U01,2026-01-07T02:15:00+00:00,2.514,0.29,7.71
LOC034-U01,2026-01-07T02:30:00+00:00,1.544,0.227,7.67
LOC034-U01,2026-01-07T02:45:00+00:00,2.252,0.245,7.14
LOC034-U01,2026-01-07T03:00:00+00:00,2.713,0.268,8.08
LOC034-U01,2026-01-07T03:15:00+00:00,2.175,0.223,9.44
LOC034-U01,2026-01-07T03:30:00+00:00,2.438,0.224,9.5
LOC034-U01,2026-01-07T03:45:00+00:00,2.599,0.36,9.11
LOC003-U01,2026-01-06T10:00:00+00:00,2.308,0.274,11.1
LOC003-U01,2026-01-06T10:15:00+00:00,1.912,0.224,7.79
LOC003-U01,2026-01-06T10:30:00+00:00,2.757,0.285,6.81
LOC003-U01,2026-01-06T10:45:00+00:00,2.18,0.293,9.8
LOC003-U01,2026-01-06T11:00:00+00:00,1.483,0.367,10.48
LOC003-U01,2026-01-06T11:15:00+00:00,1.523,0.343,7.22
LOC003-U01,2026-01-06T11:30:00+00:00,2.834,0.337,7.25
LOC003-U01,2026-01-06T11:45:00+00:00,1.366,0.351,8.9
LOC003-U01,2026-01-06T12:00:00+00:00,3.1,0.322,11.67
LOC003-U01,2026-01-06T12:15:00+00:00,1.823,0.284,11.23
LOC003-U01,2026-01-06T12:30:00+00:00,1.48,0.281,9.62
LOC003-U01,2026-01-06T12:45:00+00:00,2.24,0.299,9.23
LOC003-U01,2026-01-06T13:00:00+00:00,1.955,0.304,10.9
LOC003-U01,2026-01-06T13:15:00+00:00,2.325,0.326,7.41
LOC003-U01,2026-01-06T13:30:00+00:00,2.361,0.285,9.88
LOC003-U01,2026-01-06T13:45:00+00:00,1.914,0.335,6.82
LOC003-U01,2026-01-06T14:00:00+00:00,1.582,0.263,9.31
LOC003-U01,2026-01-06T14:15:00+00:00,2.082,0.31,7.91
LOC003-U01,2026-01-06T14:30:00+00:00,1.818,0.256,8.27
LOC003-U01,2026-01-06T14:45:00+00:00,2.148,0.224,10.62
LOC003-U01,2026-01-06T15:00:00+00:00,2.665,0.351,7.23
LOC003-U01,2026-01-06T15:15:00+00:00,1.528,0.261,10.03
LOC003-U01,2026-01-06T15:30:00+00:00,1.733,0.282,7.47
LOC003-U01,2026-01-06T15:45:00+00:00,1.718,0.232,7.55
LOC003-U01,2026-01-06T16:00:00+00:00,1.903,0.3,9.99
LOC003-U01,2026-01-06T16:15:00+00:00,2.179,0.251,7.83
LOC003-U01,2026-01-06T16:30:00+00:00,1.575,0.291,10.56
LOC003-U01,2026-01-06T16:45:00+00:00,1.633,0.316,7.36
LOC003-U01,2026-01-06T17:00:00+00:00,1.988,0.314,10.0
LOC003-U01,2026-01-06T17:15:00+00:00,2.441,0.295,9.48
LOC003-U01,2026-01-06T17:30:00+00:00,2.587,0.3,8.43
LOC003-U01,2026-01-06T17:45:00+00:00,3.165,0.243,8.18
LOC003-U01,2026-01-06T18:00:00+00:00,2.806,0.335,8.87
LOC003-U01,2026-01-06T18:15:00+00:00,2.588,0.309,8.54
LOC003-U01,2026-01-06T18:30:00+00:00,2.467,0.222,10.03
LOC003-U01,2026-01-06T18:45:00+00:00,2.355,0.289,7.28
LOC003-U01,2026-01-06T19:00:00+00:00,2.267,0.244,7.78
LOC003-U01,2026-01-06T19:15:00+00:00,2.287,0.274,6.89
LOC003-U01,2026-01-06T19:30:00+00:00,1.548,0.335,7.73
LOC003-U01,2026-01-06T19:45:00+00:00,2.012,0.326,9.48
LOC003-U01,2026-01-06T20:00:00+00:00,1.581,0.241,8.04
LOC003-U01,2026-01-06T20:15:00+00:00,1.55,0.289,8.5
LOC003-U01,2026-01-06T20:30:00+00:00,2.324,0.366,7.93
LOC003-U01,2026-01-06T20:45:00+00:00,1.902,0.268,7.65
LOC003-U01,2026-01-06T21:00:00+00:00,1.802,0.236,6.58
LOC003-U01,2026-01-06T21:15:00+00:00,2.151,0.33,9.56
LOC003-U01,2026-01-06T21:30:00+00:00,3.016,0.223,9.93
LOC003-U01,2026-01-06T21:45:00+00:00,2.348,0.305,10.93
LOC003-U01,2026-01-06T22:00:00+00:00,2.326,0.304,9.45
LOC003-U01,2026-01-06T22:15:00+00:00,1.892,0.255,6.83
LOC003-U01,2026-01-06T22:30:00+00:00,3.123,0.324,8.95
LOC003-U01,2026-01-06T22:45:00+00:00,1.785,0.352,8.96
LOC003-U01,2026-01-06T23:00:00+00:00,2.268,0.293,9.7
LOC003-U01,2026-01-06T23:15:00+00:00,2.231,0.327,11.15
LOC003-U01,2026-01-06T23:30:00+00:00,1.657,0.302,7.23
LOC003-U01,2026-01-06T23:45:00+00:00,2.608,0.349,10.69
LOC003-U01,2026-01-07T00:00:00+00:00,1.482,0.246,7.74
LOC003-U01,2026-01-07T00:15:00+00:00,1.945,0.32,9.1
LOC003-U01,2026-01-07T00:30:00+00:00,2.561,0.222,11.48
LOC003-U01,2026-01-07T00:45:00+00:00,2.31,0.335,7.59
LOC003-U01,2026-01-07T01:00:00+00:00,2.229,0.325,10.18
LOC003-U01,2026-01-07T01:15:00+00:00,2.705,0.286,6.78
LOC003-U01,2026-01-07T01:30:00+00:00,2.049,0.221,10.29
LOC003-U01,2026-01-07T01:45:00+00:00,0.645,0.296,6.9
LOC003-U01,2026-01-07T02:00:00+00:00,1.867,0.336,9.82
LOC003-U01,2026-01-07T02:15:00+00:00,1.656,0.362,8.37
LOC003-U01,2026-01-07T02:30:00+00:00,2.088,0.314,10.64
LOC003-U01,2026-01-07T02:45:00+00:00,2.505,0.342,7.05
LOC003-U01,2026-01-07T03:00:00+00:00,2.014,0.267,7.2
LOC003-U01,2026-01-07T03:15:00+00:00,1.569,0.38,7.88
LOC003-U01,2026-01-07T03:30:00+00:00,2.361,0.327,11.13
LOC003-U01,2026-01-07T03:45:00+00:00,1.858,0.232,8.79
LOC004-U02,2026-01-06T10:00:00+00:00,1.831,0.359,11.16
LOC004-U02,2026-01-06T10:15:00+00:00,2.934,0.257,10.77
LOC004-U02,2026-01-06T10:30:00+00:00,1.722,0.329,6.95
LOC004-U02,2026-01-06T10:45:00+00:00,1.774,0.369,7.13
LOC004-U02,2026-01-06T11:00:00+00:00,1.858,0.261,8.31
LOC004-U02,2026-01-06T11:15:00+00:00,1.829,0.267,10.48
LOC004-U02,2026-01-06T11:30:00+00:00,1.738,0.26,9.84
LOC004-U02,2026-01-06T11:45:00+00:00,3.089,0.298,9.86
LOC004-U02,2026-01-06T12:00:00+00:00,2.239,0.378,7.82
LOC004-U02,2026-01-06T12:15:00+00:00,1.667,0.342,11.47
LOC004-U02,2026-01-06T12:30:00+00:00,2.763,0.265,11.6
LOC004-U02,2026-01-06T12:45:00+00:00,1.912,0.365,8.02
LOC004-U02,2026-01-06T13:00:00+00:00,1.885,0.285,8.54
LOC004-U02,2026-01-06T13:15:00+00:00,1.824,0.247,10.89
LOC004-U02,2026-01-06T13:30:00+00:00,2.725,0.234,11.04
LOC004-U02,2026-01-06T13:45:00+00:00,2.019,0.222,9.75
LOC004-U02,2026-01-06T14:00:00+00:00,1.239,0.284,7.38
LOC004-U02,2026-01-06T14:15:00+00:00,2.218,0.353,11.67
LOC004-U02,2026-01-06T14:30:00+00:00,1.855,0.243,6.74
LOC004-U02,2026-01-06T14:45:00+00:00,2.719,0.327,11.64
LOC004-U02,2026-01-06T15:00:00+00:00,1.367,0.276,9.22
LOC004-U02,2026-01-06T15:15:00+00:00,1.304,0.287,10.24
LOC004-U02,2026-01-06T15:30:00+00:00,2.227,0.367,9.27
LOC004-U02,2026-01-06T15:45:00+00:00,1.492,0.265,9.0
LOC004-U02,2026-01-06T16:00:00+00:00,2.848,0.288,10.55
LOC004-U02,2026-01-06T16:15:00+00:00,2.141,0.228,9.97
LOC004-U02,2026-01-06T16:30:00+00:00,2.069,0.23,9.04
LOC004-U02,2026-01-06T16:45:00+00:00,2.381,0.252,10.48
LOC004-U02,2026-01-06T17:00:00+00:00,1.381,0.331,10.84
LOC004-U02,2026-01-06T17:15:00+00:00,1.9,0.222,7.65
LOC004-U02,2026-01-06T17:30:00+00:00,2.076,0.3,10.0
LOC004-U02,2026-01-06T17:45:00+00:00,2.183,0.362,7.82
LOC004-U02,2026-01-06T18:00:00+00:00,2.414,0.248,10.1
LOC004-U02,2026-01-06T18:15:00+00:00,1.834,0.331,8.65
LOC004-U02,2026-01-06T18:30:00+00:00,2.344,0.311,6.74
LOC004-U02,2026-01-06T18:45:00+00:00,2.469,0.338,8.02
LOC004-U02,2026-01-06T19:00:00+00:00,2.155,0.253,7.0
LOC004-U02,2026-01-06T19:15:00+00:00,1.05,0.266,8.54
LOC004-U02,2026-01-06T19:30:00+00:00,2.23,0.322,11.39
LOC004-U02,2026-01-06T19:45:00+00:00,1.542,0.323,8.22
LOC004-U02,2026-01-06T20:00:00+00:00,2.252,0.372,11.52
LOC004-U02,2026-01-06T20:15:00+00:00,0.837,0.246,9.22
LOC004-U02,2026-01-06T20:30:00+00:00,1.857,0.264,10.27
LOC004-U02,2026-01-06T20:45:00+00:00,2.291,0.268,7.31
LOC004-U02,2026-01-06T21:00:00+00:00,2.067,0.221,9.98
LOC004-U02,2026-01-06T21:15:00+00:00,1.721,0.368,7.16
LOC004-U02,2026-01-06T21:30:00+00:00,2.067,0.268,6.87
LOC004-U02,2026-01-06T21:45:00+00:00,2.12,0.299,11.54
LOC004-U02,2026-01-06T22:00:00+00:00,2.153,0.26,8.1
LOC004-U02,2026-01-06T22:15:00+00:00,2.963,0.231,11.29
LOC004-U02,2026-01-06T22:30:00+00:00,2.583,0.365,10.54
LOC004-U02,2026-01-06T22:45:00+00:00,1.067,0.311,8.83
LOC004-U02,2026-01-06T23:00:00+00:00,2.222,0.22,11.29
LOC004-U02,2026-01-06T23:15:00+00:00,2.44,0.291,8.64
LOC004-U02,2026-01-06T23:30:00+00:00,2.282,0.239,10.72
LOC004-U02,2026-01-06T23:45:00+00:00,2.069,0.292,7.21
LOC004-U02,2026-01-07T00:00:00+00:00,1.478,0.349,7.39
LOC004-U02,2026-01-07T00:15:00+00:00,2.133,0.356,6.89
LOC004-U02,2026-01-07T00:30:00+00:00,2.405,0.301,9.45
LOC004-U02,2026-01-07T00:45:00+00:00,2.182,0.35,11.03
LOC004-U02,2026-01-07T01:00:00+00:00,1.484,0.319,8.13
LOC004-U02,2026-01-07T01:15:00+00:00,1.987,0.338,9.95
LOC004-U02,2026-01-07T01:30:00+00:00,1.919,0.37,8.21
LOC004-U02,2026-01-07T01:45:00+00:00,1.37,0.363,6.95
LOC004-U02,2026-01-07T02:00:00+00:00,2.357,0.275,8.81
LOC004-U02,2026-01-07T02:15:00+00:00,1.562,0.291,6.99
LOC004-U02,2026-01-07T02:30:00+00:00,2.092,0.377,10.23
LOC004-U02,2026-01-07T02:45:00+00:00,1.587,0.282,10.69
LOC004-U02,2026-01-07T03:00:00+00:00,1.847,0.267,10.69
LOC004-U02,2026-01-07T03:15:00+00:00,2.987,0.254,10.86
LOC004-U02,2026-01-07T03:30:00+00:00,2.26,0.244,7.29
LOC004-U02,2026-01-07T03:45:00+00:00,2.756,0.357,7.52
LOC019-U02,2026-01-06T10:00:00+00:00,2.68,0.268,10.57
LOC019-U02,2026-01-06T10:15:00+00:00,2.248,0.359,11.62
LOC019-U02,2026-01-06T10:30:00+00:00,1.848,0.341,9.0
LOC019-U02,2026-01-06T10:45:00+00:00,2.59,0.369,11.81
LOC019-U02,2026-01-06T11:00:00+00:00,1.705,0.276,9.02
LOC019-U02,2026-01-06T11:15:00+00:00,2.573,0.354,10.5
LOC019-U02,2026-01-06T11:30:00+00:00,2.986,0.276,10.06
LOC019-U02,2026-01-06T11:45:00+00:00,2.158,0.305,6.78
LOC019-U02,2026-01-06T12:00:00+00:00,2.209,0.254,9.65
LOC019-U02,2026-01-06T12:15:00+00:00,2.977,0.314,10.65
LOC019-U02,2026-01-06T12:30:00+00:00,2.145,0.26,7.49
LOC019-U02,2026-01-06T12:45:00+00:00,1.932,0.246,8.01
LOC019-U02,2026-01-06T13:00:00+00:00,1.978,0.36,8.36
LOC019-U02,2026-01-06T13:15:00+00:00,1.977,0.365,8.97
LOC019-U02,2026-01-06T13:30:00+00:00,1.259,0.306,7.34
LOC019-U02,2026-01-06T13:45:00+00:00,2.581,0.376,8.17
LOC019-U02,2026-01-06T14:00:00+00:00,2.285,0.248,7.54
LOC019-U02,2026-01-06T14:15:00+00:00,2.302,0.25,6.59
LOC019-U02,2026-01-06T14:30:00+00:00,1.816,0.293,10.2
LOC019-U02,2026-01-06T14:45:00+00:00,1.441,0.284,7.78
LOC019-U02,2026-01-06T15:00:00+00:00,2.211,0.343,8.48
LOC019-U02,2026-01-06T15:15:00+00:00,1.662,0.304,11.07
LOC019-U02,2026-01-06T15:30:00+00:00,3.029,0.374,9.44
LOC019-U02,2026-01-06T15:45:00+00:00,3.416,0.362,10.11
LOC019-U02,2026-01-06T16:00:00+00:00,2.493,0.273,10.68
LOC019-U02,2026-01-06T16:15:00+00:00,2.636,0.341,8.47
LOC019-U02,2026-01-06T16:30:00+00:00,2.279,0.332,6.94
LOC019-U02,2026-01-06T16:45:00+00:00,1.951,0.24,9.66
LOC019-U02,2026-01-06T17:00:00+00:00,2.58,0.261,8.3
LOC019-U02,2026-01-06T17:15:00+00:00,2.407,0.335,11.04
LOC019-U02,2026-01-06T17:30:00+00:00,2.063,0.252,10.42
LOC019-U02,2026-01-06T17:45:00+00:00,3.365,0.232,8.15
LOC019-U02,2026-01-06T18:00:00+00:00,1.219,0.271,7.91
LOC019-U02,2026-01-06T18:15:00+00:00,2.413,0.301,10.27
LOC019-U02,2026-01-06T18:30:00+00:00,1.744,0.347,9.63
LOC019-U02,2026-01-06T18:45:00+00:00,1.894,0.363,7.09
LOC019-U02,2026-01-06T19:00:00+00:00,2.9,0.283,7.56
LOC019-U02,2026-01-06T19:15:00+00:00,2.038,0.305,6.88
LOC019-U02,2026-01-06T19:30:00+00:00,2.528,0.321,10.55
LOC019-U02,2026-01-06T19:45:00+00:00,1.198,0.235,10.94
LOC019-U02,2026-01-06T20:00:00+00:00,1.636,0.295,7.3
LOC019-U02,2026-01-06T20:15:00+00:00,1.845,0.331,11.13
LOC019-U02,2026-01-06T20:30:00+00:00,1.684,0.31,10.14
LOC019-U02,2026-01-06T20:45:00+00:00,1.552,0.245,8.3
LOC019-U02,2026-01-06T21:00:00+00:00,2.257,0.342,7.61
LOC019-U02,2026-01-06T21:15:00+00:00,2.1,0.355,10.94
LOC019-U02,2026-01-06T21:30:00+00:00,1.535,0.274,10.37
LOC019-U02,2026-01-06T21:45:00+00:00,2.265,0.298,9.22
LOC019-U02,2026-01-06T22:00:00+00:00,0.928,0.253,6.6
LOC019-U02,2026-01-06T22:15:00+00:00,1.655,0.36,8.73
LOC019-U02,2026-01-06T22:30:00+00:00,1.467,0.353,11.37
LOC019-U02,2026-01-06T22:45:00+00:00,1.781,0.285,7.13
LOC019-U02,2026-01-06T23:00:00+00:00,1.878,0.351,7.06
LOC019-U02,2026-01-06T23:15:00+00:00,2.899,0.357,9.13
LOC019-U02,2026-01-06T23:30:00+00:00,1.76,0.242,8.92
LOC019-U02,2026-01-06T23:45:00+00:00,2.011,0.262,9.03
LOC019-U02,2026-01-07T00:00:00+00:00,2.689,0.238,11.39
LOC019-U02,2026-01-07T00:15:00+00:00,2.843,0.273,7.99
LOC019-U02,2026-01-07T00:30:00+00:00,1.735,0.301,8.49
LOC019-U02,2026-01-07T00:45:00+00:00,1.587,0.326,10.55
LOC019-U02,2026-01-07T01:00:00+00:00,1.755,0.228,8.24
LOC019-U02,2026-01-07T01:15:00+00:00,1.764,0.307,8.25
LOC019-U02,2026-01-07T01:30:00+00:00,2.519,0.344,8.31
LOC019-U02,2026-01-07T01:45:00+00:00,2.348,0.287,10.89
LOC019-U02,2026-01-07T02:00:00+00:00,1.856,0.308,11.47
LOC019-U02,2026-01-07T02:15:00+00:00,2.517,0.229,7.18
LOC019-U02,2026-01-07T02:30:00+00:00,1.416,0.299,10.26
LOC019-U02,2026-01-07T02:45:00+00:00,2.201,0.279,7.1
LOC019-U02,2026-01-07T03:00:00+00:00,2.162,0.295,9.79
LOC019-U02,2026-01-07T03:15:00+00:00,2.083,0.367,6.98
LOC019-U02,2026-01-07T03:30:00+00:00,1.671,0.374,6.76
LOC019-U02,2026-01-07T03:45:00+00:00,2.493,0.341,9.85
LOC024-U01,2026-01-06T10:00:00+00:00,1.263,0.245,7.36
LOC024-U01,2026-01-06T10:15:00+00:00,2.227,0.36,7.1
LOC024-U01,2026-01-06T10:30:00+00:00,3.386,0.302,7.97
LOC024-U01,2026-01-06T10:45:00+00:00,2.881,0.309,11.57
LOC024-U01,2026-01-06T11:00:00+00:00,1.648,0.321,9.82
LOC024-U01,2026-01-06T11:15:00+00:00,1.922,0.367,11.18
LOC024-U01,2026-01-06T11:30:00+00:00,2.177,0.27,7.89
LOC024-U01,2026-01-06T11:45:00+00:00,1.574,0.278,7.79
LOC024-U01,2026-01-06T12:00:00+00:00,2.217,0.284,8.39
LOC024-U01,2026-01-06T12:15:00+00:00,1.425,0.327,9.18
LOC024-U01,2026-01-06T12:30:00+00:00,1.849,0.28,8.47
LOC024-U01,2026-01-06T12:45:00+00:00,2.247,0.251,7.51
LOC024-U01,2026-01-06T13:00:00+00:00,2.148,0.36,11.73
LOC024-U01,2026-01-06T13:15:00+00:00,2.076,0.236,9.49
LOC024-U01,2026-01-06T13:30:00+00:00,2.061,0.312,10.78
LOC024-U01,2026-01-06T13:45:00+00:00,1.246,0.324,9.35
LOC024-U01,2026-01-06T14:00:00+00:00,2.597,0.343,7.13
LOC024-U01,2026-01-06T14:15:00+00:00,1.523,0.335,7.59
LOC024-U01,2026-01-06T14:30:00+00:00,2.444,0.361,9.32
LOC024-U01,2026-01-06T14:45:00+00:00,2.175,0.353,9.42
LOC024-U01,2026-01-06T15:00:00+00:00,1.641,0.241,9.78
LOC024-U01,2026-01-06T15:15:00+00:00,2.854,0.22,8.92
LOC024-U01,2026-01-06T15:30:00+00:00,2.08,0.354,10.23
LOC024-U01,2026-01-06T15:45:00+00:00,2.387,0.375,11.32
LOC024-U01,2026-01-06T16:00:00+00:00,2.049,0.281,8.81
LOC024-U01,2026-01-06T16:15:00+00:00,2.166,0.346,11.09
LOC024-U01,2026-01-06T16:30:00+00:00,1.036,0.31,10.48
LOC024-U01,2026-01-06T16:45:00+00:00,1.436,0.317,7.6
LOC024-U01,2026-01-06T17:00:00+00:00,1.635,0.334,9.78
LOC024-U01,2026-01-06T17:15:00+00:00,1.765,0.241,11.12
LOC024-U01,2026-01-06T17:30:00+00:00,2.974,0.336,10.87
LOC024-U01,2026-01-06T17:45:00+00:00,2.917,0.361,9.62
LOC024-U01,2026-01-06T18:00:00+00:00,1.785,0.335,11.37
LOC024-U01,2026-01-06T18:15:00+00:00,1.359,0.375,9.69
LOC024-U01,2026-01-06T18:30:00+00:00,1.814,0.255,10.36
LOC024-U01,2026-01-06T18:45:00+00:00,2.092,0.258,7.65
LOC024-U01,2026-01-06T19:00:00+00:00,2.392,0.306,11.13
LOC024-U01,2026-01-06T19:15:00+00:00,1.757,0.345,7.02
LOC024-U01,2026-01-06T19:30:00+00:00,1.055,0.283,7.7
LOC024-U01,2026-01-06T19:45:00+00:00,2.01,0.238,7.56
LOC024-U01,2026-01-06T20:00:00+00:00,2.47,0.317,7.23
LOC024-U01,2026-01-06T20:15:00+00:00,2.639,0.366,9.82
LOC024-U01,2026-01-06T20:30:00+00:00,2.444,0.308,10.55
LOC024-U01,2026-01-06T20:45:00+00:00,2.119,0.355,7.56
LOC024-U01,2026-01-06T21:00:00+00:00,1.236,0.22,7.02
LOC024-U01,2026-01-06T21:15:00+00:00,1.373,0.351,8.6
LOC024-U01,2026-01-06T21:30:00+00:00,2.039,0.298,9.43
LOC024-U01,2026-01-06T21:45:00+00:00,2.109,0.288,10.85
LOC024-U01,2026-01-06T22:00:00+00:00,1.971,0.318,8.44
LOC024-U01,2026-01-06T22:15:00+00:00,2.313,0.275,6.65
LOC024-U01,2026-01-06T22:30:00+00:00,2.517,0.321,8.68
LOC024-U01,2026-01-06T22:45:00+00:00,3.132,0.289,7.71
LOC024-U01,2026-01-06T23:00:00+00:00,3.013,0.36,7.19
LOC024-U01,2026-01-06T23:15:00+00:00,2.055,0.323,10.4
LOC024-U01,2026-01-06T23:30:00+00:00,0.856,0.259,6.93
LOC024-U01,2026-01-06T23:45:00+00:00,2.522,0.228,9.82
LOC024-U01,2026-01-07T00:00:00+00:00,2.254,0.306,11.02
LOC024-U01,2026-01-07T00:15:00+00:00,2.645,0.379,8.28
LOC024-U01,2026-01-07T00:30:00+00:00,2.206,0.373,9.81
LOC024-U01,2026-01-07T00:45:00+00:00,2.04,0.373,10.03
LOC024-U01,2026-01-07T01:00:00+00:00,2.872,0.345,8.66
LOC024-U01,2026-01-07T01:15:00+00:00,1.235,0.251,10.29
LOC024-U01,2026-01-07T01:30:00+00:00,1.716,0.325,7.8
LOC024-U01,2026-01-07T01:45:00+00:00,1.729,0.279,8.08
LOC024-U01,2026-01-07T02:00:00+00:00,1.42,0.267,9.6
LOC024-U01,2026-01-07T02:15:00+00:00,1.264,0.369,10.81
LOC024-U01,2026-01-07T02:30:00+00:00,2.322,0.259,8.87
LOC024-U01,2026-01-07T02:45:00+00:00,2.669,0.309,11.67
LOC024-U01,2026-01-07T03:00:00+00:00,2.489,0.37,9.04
LOC024-U01,2026-01-07T03:15:00+00:00,1.338,0.266,10.99
LOC024-U01,2026-01-07T03:30:00+00:00,1.833,0.263,10.76
LOC024-U01,2026-01-07T03:45:00+00:00,2.439,0.295,9.45
LOC033-U01,2026-01-06T10:00:00+00:00,2.119,0.296,6.91
LOC033-U01,2026-01-06T10:15:00+00:00,2.67,0.23,8.06
